"시점", 선행종합지수(2020=100), 재고순환지표(%p), 경제심리지수, 기계류내수출하지수(선박제외)(2020=100), 건설수주액(실질)(십억원),수출입물가비율(2015=100),코스피(1980.1.4=100), 장단기금리차(%p), 동행종합지수(2020=100), 광공업생산지수(2020=100), 서비스업생산지수(도소매업제외)(2020=100), 건설기성액(실질)(십억원), 소매판매액지수(2020=100), 내수출하지수(2020=100), 수입액(실질)(백만불), 비농림어업취업자수(천명), 후행종합지수(2020=100), 생산자제품재고지수(2020=100), 소비자물가지수변화율(서비스), 소비재수입액(실질)(백만불), 취업자수(천명), CP유통수익률(%p)
"2005.11",59.6,0.0,107.1,83.8,6937.6,127.4,1205.1,1.69,63.8,63.8,66.6,8967.3,65.1,76.5,23516.4,21119.6,62.1,50.3,2.0,2520.1,22877.7,4.0
"2005.12",60.0,1.9,109.0,83.8,6832.8,127.3,1261.0,1.71,64.2,64.8,66.8,8852.9,66.3,77.6,23748.4,21167.9,62.4,50.6,2.0,2600.7,22929.5,4.2
"2006.01",60.3,2.7,112.2,85.1,7096.9,126.1,1323.8,1.69,64.6,66.0,67.5,8701.1,66.7,79.1,23917.8,21234.0,62.6,51.1,2.0,2578.4,23002.4,4.3
"2006.02",60.6,2.7,114.5,87.2,7299.3,124.6,1353.3,1.43,64.8,66.2,67.6,8478.0,66.7,79.3,24266.1,21270.5,62.9,51.9,2.1,2609.7,23049.6,4.4
"2006.03",60.7,1.0,116.1,88.9,7360.4,123.4,1350.9,1.27,65.1,67.1,68.2,8604.0,66.3,80.0,24304.7,21308.4,63.2,52.9,2.2,2578.3,23104.2,4.4
"2006.04",60.8,1.2,116.4,89.4,7021.0,121.8,1363.1,1.15,65.3,67.0,68.3,8795.9,66.8,79.4,24551.6,21322.6,63.5,53.8,2.4,2695.7,23114.7,4.5
"2006.05",60.9,1.6,114.0,92.1,7172.9,119.7,1378.8,1.11,65.7,67.1,68.5,8972.1,67.3,79.8,24938.6,21354.0,63.7,54.3,2.6,2734.6,23134.3,4.5
"2006.06",60.9,1.0,109.8,92.1,7488.4,118.1,1351.3,1.01,65.7,66.7,68.5,8879.1,67.4,79.7,25025.4,21371.7,64.0,54.7,2.7,2787.6,23142.8,4.5
"2006.07",60.7,-2.7,105.7,90.2,8748.2,116.9,1305.3,0.87,65.4,65.5,68.3,8743.5,66.6,78.5,24848.8,21383.4,64.2,55.2,2.8,2780.6,23153.1,4.6
"2006.08",60.7,-5.0,104.4,89.2,9081.0,116.6,1281.1,0.69,65.6,65.7,68.6,8720.9,66.3,78.6,25039.0,21395.2,64.4,55.3,2.8,2813.3,23164.5,4.8
"2006.09",61.1,-3.6,105.2,90.9,10630.8,117.3,1316.9,0.50,66.0,66.7,69.2,8893.8,66.1,79.4,25223.4,21425.8,64.6,55.7,2.9,2853.6,23179.7,4.8
"2006.10",61.6,-0.4,107.3,94.8,9705.4,118.5,1342.2,0.30,66.8,69.4,70.0,9269.3,67.2,82.5,25403.8,21460.5,64.8,55.5,3.0,2912.8,23215.0,4.8
"2006.11",61.9,-0.7,108.7,95.4,9978.8,119.4,1371.5,0.27,67.3,70.5,70.4,9376.1,67.7,83.6,25705.2,21506.5,65.0,55.7,3.0,2974.9,23262.6,4.8
"2006.12",62.0,-1.8,108.8,95.1,8940.1,118.6,1392.2,0.30,67.6,70.2,70.9,9328.9,69.1,83.8,25839.3,21549.7,65.2,55.7,3.0,3011.7,23324.5,4.8
"2007.01",62.1,-4.2,107.8,94.4,9652.1,118.4,1400.7,0.36,67.8,69.7,71.2,9139.0,69.4,83.3,26027.0,21623.1,65.5,56.5,2.8,3055.8,23396.8,4.9
"2007.02",62.3,-3.7,108.8,94.4,9919.7,117.5,1411.0,0.36,68.0,69.3,71.6,9116.7,70.4,83.5,26043.2,21676.1,65.7,56.9,2.8,3131.8,23449.8,5.0
"2007.03",62.5,-2.6,110.8,94.8,9996.0,116.2,1415.3,0.31,68.3,69.7,72.0,9093.8,70.3,83.6,26213.1,21731.1,65.9,57.2,2.8,3127.2,23493.3,5.1
"2007.04",62.8,0.6,113.6,94.6,10059.3,114.1,1461.2,0.28,68.6,70.1,72.4,9159.4,70.7,83.7,26700.5,21748.8,66.1,56.8,2.8,3126.2,23502.1,5.1
"2007.05",63.0,2.3,114.0,95.2,9421.9,112.8,1521.2,0.34,68.8,70.5,72.7,9195.0,70.7,84.1,26898.5,21771.7,66.2,56.7,2.9,3082.4,23508.8,5.2
"2007.06",63.4,3.1,113.9,94.8,9743.0,112.5,1628.8,0.53,69.0,70.8,73.4,9138.4,70.4,84.3,26999.7,21792.0,66.5,56.9,3.0,3110.8,23517.1,5.2
"2007.07",63.8,5.9,113.8,94.6,9425.4,112.6,1760.3,0.70,69.3,71.0,74.1,9179.2,70.3,84.9,27163.4,21816.1,66.7,57.2,3.0,3180.5,23530.8,5.2
"2007.08",64.1,5.7,114.7,93.0,9950.9,112.9,1827.0,0.66,69.6,71.9,75.2,9244.8,70.0,84.6,27008.9,21837.1,66.9,57.6,2.9,3221.5,23542.0,5.3
"2007.09",64.3,5.5,115.8,92.6,10715.1,112.2,1868.5,0.54,69.7,72.7,75.1,9317.1,70.6,84.6,26588.2,21860.1,67.0,57.7,2.9,3218.9,23549.6,5.4
"2007.10",64.4,1.8,115.8,93.5,11948.9,110.8,1899.5,0.45,70.1,74.4,75.3,9302.8,71.3,85.2,26797.3,21891.2,67.3,57.9,2.9,3264.3,23578.1,5.6
"2007.11",64.7,2.3,114.8,95.7,13145.4,108.5,1936.1,0.51,70.4,75.4,75.2,9289.5,71.7,86.3,27047.7,21937.3,67.5,58.0,2.9,3344.0,23627.3,5.7
"2007.12",64.8,3.2,113.2,97.7,12080.5,106.6,1944.5,0.66,71.0,76.5,75.8,9513.6,71.9,87.6,27384.7,21978.5,67.9,58.5,3.0,3403.1,23681.6,5.9
"2008.01",64.8,5.0,112.1,98.1,10415.8,105.1,1853.7,0.67,71.4,77.0,76.5,9549.0,72.3,88.4,28131.3,22029.9,68.2,59.1,3.1,3453.4,23733.7,6.2
"2008.02",64.6,3.9,112.0,97.3,9099.8,103.7,1775.3,0.53,71.6,77.3,77.2,9356.1,72.4,88.4,28318.0,22057.8,68.4,60.2,3.1,3422.4,23763.3,6.2
"2008.03",64.5,3.2,110.5,97.8,9232.3,102.2,1691.0,0.31,71.7,78.0,77.7,9013.8,72.6,88.6,28291.6,22080.6,68.7,61.1,3.3,3548.4,23779.2,6.0
"2008.04",64.6,0.4,109.4,98.7,9972.6,100.7,1705.8,0.14,71.7,78.2,77.6,8760.2,72.7,88.0,28392.9,22078.1,68.9,62.0,3.4,3575.2,23778.0,5.8
"2008.05",64.7,-1.6,106.1,99.0,9850.2,98.6,1758.2,0.22,71.7,78.2,77.5,8732.1,72.8,87.3,28076.1,22087.8,69.2,62.8,3.5,3657.4,23778.9,5.8
"2008.06",64.6,-5.7,103.4,97.4,9042.6,96.7,1793.9,0.42,71.5,77.7,77.3,8545.5,71.7,86.5,27784.1,22095.7,69.4,64.5,3.6,3660.8,23783.4,5.8
"2008.07",64.6,-7.7,98.6,97.2,8286.3,94.9,1724.9,0.76,71.5,77.0,77.4,8463.0,71.1,86.0,27933.6,22102.0,69.6,65.5,3.7,3662.2,23789.4,5.9
"2008.08",64.6,-9.3,98.0,97.0,8155.4,95.1,1621.8,0.83,71.6,76.6,77.5,8484.8,70.9,85.7,28169.5,22097.8,69.9,66.2,3.8,3675.6,23785.7,6.0
"2008.09",64.7,-10.9,97.7,98.3,7692.7,96.4,1517.9,0.76,71.7,76.1,77.6,8633.4,71.1,84.9,28708.1,22084.5,70.0,66.4,3.9,3661.3,23768.1,6.2
"2008.10",64.7,-14.6,94.0,97.7,8019.2,99.3,1395.3,0.51,71.7,75.8,77.5,8605.4,70.4,83.9,29508.4,22077.3,70.2,67.2,3.9,3504.3,23757.2,6.5
"2008.11",64.6,-20.4,83.8,96.5,7710.9,102.3,1240.8,0.70,71.3,72.8,77.2,8395.3,69.3,81.4,29428.6,22063.1,70.3,67.5,4.0,3283.8,23766.3,6.9
"2008.12",64.6,-24.2,71.6,92.6,9296.5,105.2,1130.2,0.83,70.7,67.8,76.6,8025.9,68.7,77.7,28325.5,22043.9,70.4,66.1,4.0,3186.1,23766.4,7.1
"2009.01",64.6,-24.9,66.7,86.6,8740.1,106.2,1115.1,1.25,70.4,63.1,76.8,8077.5,68.9,73.6,27063.2,22015.1,70.3,63.4,4.0,3080.8,23745.2,6.5
"2009.02",65.1,-18.1,66.5,84.8,9007.0,106.4,1137.0,1.70,70.4,62.8,77.1,8261.2,70.0,73.1,25660.6,21976.1,70.0,60.5,3.7,3032.5,23692.2,5.2
"2009.03",65.6,-11.7,70.6,84.9,7994.5,106.3,1145.6,2.27,70.7,65.9,77.6,8475.4,70.7,74.7,24515.6,21929.9,69.7,58.8,3.3,2880.9,23638.5,4.0
"2009.04",66.6,-4.6,78.1,88.6,8573.6,107.4,1200.8,2.63,71.0,69.2,78.0,8524.9,71.1,77.4,24466.2,21894.6,69.6,57.7,2.9,2886.1,23599.4,3.3
"2009.05",67.1,0.0,86.5,87.8,8489.7,107.6,1287.7,2.66,71.2,71.1,78.3,8475.9,71.7,78.9,24355.1,21884.2,69.5,56.7,2.5,2895.5,23568.9,3.1
"2009.06",67.9,7.3,95.0,90.5,9008.1,106.6,1372.6,2.68,71.8,72.9,78.9,8841.4,72.5,81.5,24395.6,21962.8,69.8,55.9,2.3,3046.4,23632.2,3.0
"2009.07",68.2,12.1,98.1,90.1,8629.5,105.3,1418.6,2.70,72.2,74.7,78.9,8791.5,72.8,83.3,25003.0,22003.6,69.9,55.4,2.2,3012.6,23667.5,2.9
"2009.08",68.5,14.6,102.3,90.2,8077.1,103.8,1477.7,2.80,72.4,76.5,79.3,8715.2,72.3,84.6,25174.1,22064.0,70.1,55.7,2.2,3047.7,23726.7,2.8
"2009.09",68.8,15.6,105.8,89.9,7915.8,103.5,1565.8,2.82,72.8,78.4,79.8,8647.4,72.6,85.7,25731.1,22072.0,70.3,56.4,2.1,2963.9,23733.3,2.8
"2009.10",69.4,17.3,109.9,91.5,9409.4,102.2,1622.7,2.90,73.1,79.1,80.0,8624.6,73.8,86.2,26168.2,22104.8,70.5,56.8,2.1,3090.2,23759.4,2.9
"2009.11",70.0,22.6,110.0,94.5,11866.8,101.0,1624.5,2.87,73.4,80.0,80.1,8721.0,74.6,87.4,26200.8,22138.7,70.7,57.2,2.0,3097.7,23774.5,2.9
"2009.12",70.3,28.1,110.2,97.1,11851.3,99.9,1620.2,2.84,73.6,80.1,80.3,8505.4,75.1,88.2,26508.0,22147.2,70.8,57.3,1.9,3155.7,23745.4,3.0
"2010.01",70.6,31.3,110.5,99.1,11145.2,99.3,1637.4,2.81,74.0,81.3,80.4,8638.9,75.4,89.0,26647.8,22160.4,71.1,59.0,1.9,3164.4,23716.5,3.0
"2010.02",70.7,24.4,113.1,99.5,8993.7,99.6,1642.6,2.79,74.6,82.4,80.9,8648.2,77.1,89.5,27184.1,22163.7,71.5,61.1,2.0,3262.5,23709.8,3.1
"2010.03",70.7,16.2,114.8,100.7,8167.3,99.3,1648.9,2.69,75.1,83.7,81.3,8742.7,77.6,89.8,27775.3,22221.9,71.8,62.9,2.0,3271.0,23760.2,3.1
"2010.04",70.7,7.6,115.9,104.0,7329.2,99.0,1664.9,2.55,75.5,84.8,81.7,8526.4,77.7,90.9,28108.1,22309.8,72.0,63.9,1.9,3306.7,23864.4,3.0
"2010.05",71.0,4.8,115.8,108.8,8007.0,98.2,1681.4,2.43,76.1,85.9,82.3,8508.5,77.2,91.8,28834.8,22428.9,72.3,64.1,1.8,3430.3,23992.2,2.8
"2010.06",71.2,0.7,115.6,111.4,8347.7,98.1,1690.2,2.42,76.4,86.5,82.4,8464.7,77.6,92.5,29197.1,22470.4,72.6,64.5,1.9,3506.8,24072.6,2.7
"2010.07",71.4,-2.3,115.0,111.8,8880.3,98.1,1690.4,2.35,76.8,87.0,82.5,8570.8,78.2,92.7,29394.3,22508.3,72.8,64.7,1.9,3570.4,24132.2,2.7
"2010.08",71.4,-4.4,114.1,112.8,7505.6,97.3,1728.4,2.22,76.8,87.2,81.9,8462.2,78.6,92.9,29571.8,22492.7,73.0,65.3,1.8,3552.9,24129.9,2.8
"2010.09",71.5,-6.2,113.8,114.1,7618.3,96.1,1769.7,1.96,76.7,87.3,81.4,8277.0,79.0,92.8,29393.2,22493.1,73.2,66.1,1.8,3546.1,24123.1,2.8
"2010.10",71.3,-7.2,112.8,113.5,6086.7,94.5,1822.6,1.68,76.5,87.5,81.4,8014.1,79.1,92.5,29096.6,22490.0,73.4,66.7,1.8,3601.3,24110.2,2.8
"2010.11",71.5,-7.8,112.7,112.7,6460.4,93.3,1876.7,1.57,76.8,88.1,81.5,7892.1,79.6,93.2,29255.9,22521.8,73.6,67.0,1.8,3628.7,24113.8,2.8
"2010.12",71.6,-7.8,111.9,110.4,6076.6,91.9,1939.0,1.53,77.3,89.0,82.0,8010.6,79.9,94.0,29218.2,22597.2,73.9,67.5,1.8,3683.1,24166.0,2.9
"2011.01",72.0,-3.2,111.8,112.7,6639.8,90.6,2006.3,1.61,78.2,90.5,82.7,8073.7,81.8,96.0,29605.7,22644.5,74.2,67.3,1.9,3889.3,24149.7,3.0
"2011.02",72.3,1.4,111.7,113.6,6594.5,89.6,2032.3,1.61,78.2,91.0,82.9,7825.7,81.2,96.2,29872.9,22705.8,74.5,67.1,2.1,3947.2,24202.5,3.1
"2011.03",72.5,4.2,111.0,114.7,6677.9,88.8,2032.4,1.50,78.6,91.8,83.4,7756.5,81.3,96.8,30064.8,22749.9,74.9,67.1,2.3,4102.0,24265.7,3.3
"2011.04",72.5,1.7,111.5,113.0,6979.3,87.8,2052.9,1.32,78.4,91.1,83.4,7628.5,80.2,95.6,30137.1,22815.9,75.3,68.0,2.5,4104.2,24392.3,3.5
"2011.05",72.6,-2.0,110.9,114.0,7142.9,87.2,2092.6,1.08,78.9,91.6,83.8,7800.5,81.4,95.7,30311.9,22875.9,75.8,69.4,2.7,4251.6,24490.7,3.6
"2011.06",72.6,-4.7,110.5,114.7,7487.0,86.5,2116.5,0.92,79.3,91.5,83.9,7876.9,82.0,95.6,30672.3,22959.1,76.1,70.7,2.8,4288.0,24575.0,3.6
"2011.07",72.7,-6.0,108.7,116.5,7059.8,86.2,2115.5,0.79,79.5,91.9,84.3,7804.8,82.0,96.1,30665.0,23010.7,76.5,71.7,2.8,4354.0,24619.3,3.7
"2011.08",72.8,-6.5,106.9,116.3,7766.4,86.0,2031.4,0.64,79.8,92.0,84.9,7747.8,82.0,96.4,31232.2,23057.5,76.8,72.6,2.9,4385.5,24647.7,3.7
"2011.09",72.8,-6.3,106.2,116.6,7453.7,85.8,1936.8,0.50,79.7,91.9,85.0,7559.9,81.9,96.4,31197.2,22984.0,76.9,73.3,2.9,4463.7,24558.6,3.7
"2011.10",72.9,-6.8,105.0,116.7,8030.2,85.8,1828.8,0.38,80.0,92.5,85.1,7798.2,82.0,96.7,31116.3,23020.3,77.1,74.5,2.8,4398.4,24593.8,3.7
"2011.11",72.9,-9.0,104.3,115.2,7468.0,85.3,1825.2,0.31,79.9,92.6,84.9,7767.8,81.7,96.2,31010.7,23038.5,77.3,75.8,2.7,4350.5,24593.5,3.7
"2011.12",72.9,-11.5,102.3,112.8,7583.2,85.0,1849.3,0.29,80.1,92.0,84.5,7939.2,81.8,95.5,30646.2,23160.4,77.6,77.2,2.8,4279.6,24698.1,3.7
"2012.01",73.1,-13.9,101.3,113.4,7894.6,84.5,1871.0,0.25,79.9,91.5,84.3,7619.5,82.6,95.5,30333.6,23193.0,77.7,77.1,2.6,4295.2,24691.0,3.7
"2012.02",73.6,-12.4,101.6,118.4,9580.6,84.2,1919.1,0.26,80.4,92.9,84.8,7595.4,83.1,96.3,30743.5,23244.6,77.8,76.8,2.5,4285.2,24727.0,3.7
"2012.03",73.9,-11.5,103.5,119.5,9157.1,83.7,1972.5,0.33,80.5,93.9,85.4,7337.9,82.8,96.1,30559.5,23300.9,77.9,76.2,2.1,4296.3,24779.3,3.7
"2012.04",74.3,-9.0,106.3,118.7,8766.3,83.6,2007.5,0.38,80.8,94.4,85.7,7378.9,82.1,95.9,30979.9,23355.0,78.0,76.4,1.7,4254.8,24869.5,3.7
"2012.05",74.3,-8.0,106.5,113.1,6963.1,84.0,1968.6,0.35,81.0,94.0,85.6,7398.8,82.6,95.7,31543.9,23411.1,78.1,76.6,1.4,4273.0,24966.9,3.6
"2012.06",74.5,-5.0,104.8,111.3,7706.4,85.3,1910.3,0.26,81.1,93.8,85.7,7259.2,83.2,96.2,31381.3,23442.2,78.3,76.3,1.3,4325.5,25021.6,3.6
"2012.07",74.5,-3.3,100.5,109.0,7804.1,86.1,1853.9,0.14,81.5,93.2,86.0,7375.8,83.9,96.4,31899.1,23472.3,78.5,75.7,1.2,4420.7,25047.6,3.5
"2012.08",74.5,-4.2,96.9,106.6,7549.5,86.2,1864.8,0.04,81.1,91.8,86.2,7277.7,83.4,95.2,31451.8,23470.4,78.6,76.0,1.2,4372.3,25020.9,3.4
"2012.09",74.5,-3.7,94.6,104.5,6580.9,85.4,1902.3,-0.04,81.2,91.4,86.5,7430.3,83.4,94.9,31156.0,23480.3,78.8,76.1,1.2,4417.2,25025.0,3.3
"2012.10",74.7,-3.1,93.1,104.3,6010.0,85.1,1940.8,-0.04,81.3,92.0,86.4,7420.0,83.1,94.6,31020.1,23494.8,79.0,76.7,1.3,4411.5,25033.3,3.2
"2012.11",75.0,-0.7,91.8,104.0,5898.6,85.4,1936.1,0.02,81.7,93.3,86.1,7607.3,83.7,95.5,31076.5,23488.1,79.2,77.2,1.3,4484.8,25027.0,3.1
"2012.12",75.3,-0.2,91.1,104.6,5731.9,85.9,1940.2,0.13,82.1,94.3,85.7,7728.8,83.9,96.4,31604.9,23473.5,79.4,79.3,1.3,4506.5,24986.6,3.0
"2013.01",75.4,-1.5,92.1,102.3,5315.3,86.2,1954.9,0.15,82.3,95.0,85.8,7725.1,84.0,96.4,31945.5,23471.2,79.7,81.2,1.3,4551.2,24951.3,3.0
"2013.02",75.7,-3.9,93.9,101.1,5487.3,86.4,1979.9,0.14,82.4,94.8,86.4,7758.3,84.0,96.1,32065.6,23473.8,79.9,81.6,1.4,4616.2,24928.9,3.0
"2013.03",75.9,-5.4,96.3,100.2,5617.8,86.9,1985.4,0.04,82.4,94.3,86.8,7728.2,83.6,94.6,32255.1,23508.9,80.1,81.0,1.6,4585.2,24965.7,2.9
"2013.04",76.1,-5.3,97.5,98.9,5900.8,87.3,1969.7,-0.03,82.6,93.6,87.2,8001.5,83.5,93.7,32389.5,23570.0,80.3,79.9,1.7,4611.2,25057.1,2.9
"2013.05",76.4,-4.0,97.8,98.5,5686.3,88.0,1967.9,-0.01,82.8,93.3,87.1,8148.0,83.5,93.1,32229.8,23657.9,80.6,79.4,1.7,4613.6,25175.7,2.8
"2013.06",76.8,-3.8,97.1,100.2,5674.1,88.6,1932.6,0.20,83.2,93.4,87.4,8279.6,83.8,93.8,32356.0,23732.9,80.8,78.8,1.7,4640.3,25270.2,2.8
"2013.07",77.2,-5.0,96.4,101.1,5900.5,88.9,1910.2,0.47,83.4,93.0,87.2,8257.6,84.4,94.4,32378.3,23761.2,80.9,79.2,1.6,4636.9,25307.0,2.8
"2013.08",77.5,-3.0,95.7,101.8,5730.7,88.6,1884.4,0.68,83.6,93.1,87.4,8246.6,84.5,95.7,32119.3,23795.8,81.1,79.7,1.6,4626.5,25343.2,2.7
"2013.09",77.7,-5.0,95.7,100.2,6030.2,88.2,1917.7,0.71,83.8,92.6,87.5,8293.0,84.4,95.5,32304.4,23838.9,81.4,81.0,1.5,4666.7,25399.0,2.7
"2013.10",78.0,-5.3,96.3,101.8,6495.3,87.9,1970.4,0.67,84.3,93.5,87.9,8389.1,84.1,96.5,32702.5,23907.9,81.7,82.0,1.5,4733.5,25466.7,2.7
"2013.11",78.3,-7.8,97.2,102.6,6962.8,88.0,2008.0,0.66,84.5,93.7,87.8,8539.2,84.3,95.9,32647.7,23998.4,82.1,83.4,1.4,4833.1,25538.2,2.8
"2013.12",78.7,-6.0,97.7,103.7,7128.3,87.8,2009.3,0.71,84.9,94.8,87.7,8481.2,84.5,97.1,32912.5,24059.1,82.3,84.4,1.3,4848.0,25554.0,2.8
"2014.01",78.9,-4.3,98.6,101.9,7002.4,87.7,1982.1,0.77,85.3,95.1,88.1,8476.9,85.6,97.0,33217.8,24142.9,82.5,84.7,1.3,4746.2,25618.1,2.8
"2014.02",79.2,-2.9,100.1,101.9,7479.8,87.5,1958.1,0.74,85.6,95.5,88.6,8310.4,85.6,97.0,33353.5,24223.6,82.7,84.4,1.2,4835.9,25694.5,2.8
"2014.03",79.4,-2.6,101.1,101.3,6819.6,87.6,1946.1,0.71,85.9,95.8,89.4,8233.8,85.7,96.6,33844.7,24302.8,83.0,84.0,1.3,4948.3,25771.0,2.8
"2014.04",79.6,-3.7,101.8,101.2,7046.5,87.5,1960.4,0.68,86.0,95.9,89.3,8240.2,84.6,96.2,34262.6,24357.0,83.4,84.5,1.4,5129.9,25827.0,2.8
"2014.05",79.7,-5.2,101.2,100.5,6506.7,87.5,1979.2,0.65,85.9,95.2,89.2,8275.7,84.8,96.0,33983.9,24342.1,83.6,84.7,1.6,5038.0,25812.4,2.8
"2014.06",79.9,-6.3,100.0,100.2,7365.3,87.5,1993.5,0.59,86.1,95.0,89.4,8368.1,85.0,96.3,33908.1,24351.4,83.7,84.7,1.6,4990.9,25830.5,2.8
"2014.07",80.1,-5.6,97.7,101.2,7266.1,87.7,2003.7,0.45,86.3,95.0,89.9,8228.2,85.8,96.7,33845.5,24379.5,83.9,84.7,1.7,5006.0,25839.7,2.7
"2014.08",80.5,-5.6,96.7,101.1,8429.0,88.3,2026.0,0.40,86.6,94.8,90.4,8213.0,86.3,96.5,33778.2,24482.2,84.2,84.8,1.7,5129.0,25923.9,2.7
"2014.09",80.8,-4.8,97.7,101.6,8640.2,89.1,2041.9,0.38,86.6,93.6,90.5,8103.3,86.1,95.5,34490.4,24541.4,84.5,85.2,1.7,5304.3,25981.5,2.6
"2014.10",81.1,-5.3,97.7,101.4,8734.1,90.2,2015.5,0.40,86.5,92.3,90.9,8091.0,85.6,94.4,34770.2,24570.3,84.7,85.2,1.7,5341.8,26003.3,2.4
